"Mean","SD","NBeads"
12858,1197,8
449,358,8
6516,887,16
134,70,8
568,112,10
205,131,13
4727,702,15
1123,460,12
6012,821,9
830,330,13
2358,535,16
750,349,15
507,195,12
283,174,16
5070,616,12
1607,509,10
225,181,8
9802,477,7
14154,1182,10
17009,1290,12
1275,606,12
12127,1380,9
1173,306,15
9693,1053,10
204,84,9
3971,504,15
835,299,6
11304,1103,12
534,195,15
238,232,11
6871,736,10
487,309,15
674,398,14
3034,685,8
2068,451,18
2438,530,20
12574,1587,10
16226,1732,10
12344,781,8
5336,1098,19
12109,1022,8
1525,510,14
3309,655,13
4466,566,8
7157,785,12
1576,456,14
2114,707,7
1086,524,11
2133,557,14
885,290,7
9149,817,10
10713,1255,12
458,300,13
1911,507,11
3722,548,11
915,95,9
11287,956,22
13673,891,22
871,388,22
969,401,14
10565,1089,13
691,363,12
6601,503,8
2516,587,12
264,177,13
2580,319,12
4063,798,14
1074,163,9
6522,1043,22
3114,490,7
6630,1040,15
726,390,20
9958,1044,23
11289,1607,11
6483,1035,12
281,195,15
13644,1904,11
3940,753,20
394,215,16
1741,198,10
517,467,15
5587,899,14
3337,681,10
11733,1701,15
2566,501,12
9467,995,9
8484,1836,18
8466,850,11
12689,1426,12
15245,1327,8
12691,1712,10
214,104,18
275,187,11
7976,922,9
3233,775,14
8079,825,16
1291,368,10
830,409,10
477,351,11
355,196,18
8845,579,7
5147,763,7
133,106,7
8338,658,13
5607,215,6
511,176,7
32,22,4
724,58,3
11104,1420,18
9208,766,11
15969,886,8
17414,1458,15
7402,787,18
12048,1377,18
2041,563,13
342,211,16
11215,1143,15
12901,1066,17
9487,870,8
11559,1221,15
2330,376,7
11733,629,12
21976,1559,14
2755,495,19
469,325,21
903,263,6
671,335,11
7729,928,8
1561,497,8
4725,547,6
4000,640,10
1933,521,9
395,201,6
264,225,15
9744,1112,15
10778,1248,11
12663,750,10
3717,478,13
3321,645,15
9167,1080,15
112,74,10
192,162,6
4750,685,10
994,530,19
73,53,6
744,327,8
1521,493,10
8949,538,13
426,286,11
6185,1038,11
541,210,13
9659,880,19
310,211,19
5878,1067,15
8950,924,18
231,164,13
11193,1552,12
9725,1210,21
2045,470,13
11265,628,17
10594,1128,13
1061,321,17
1370,321,9
1614,378,10
5995,980,22
18858,2080,14
419,153,10
7410,755,12
1133,275,14
517,390,11
1436,428,19
8785,1566,9
6677,386,7
16333,1349,20
1520,458,17
959,96,4
529,313,22
1811,434,12
5236,1035,10
9454,938,12
2218,501,17
1256,422,20
7072,721,19
9752,1481,5
1302,508,19
605,295,11
1474,573,14
19522,2039,16
6026,833,23
1519,365,21
5840,387,12
814,452,12
7128,980,12
2478,586,22
189,201,10
757,309,10
1874,483,13
15883,1547,6
7636,888,18
1784,372,15
218,168,16
361,130,8
1882,791,16
9602,1287,5
872,439,24
1020,443,11
1507,550,17
1952,341,12
12176,1060,11
8304,1106,11
6873,885,17
11789,345,10
672,256,12
949,375,12
272,154,10
8771,326,6
12313,1244,17
892,379,4
148,87,10
533,174,14
9988,1278,8
198,57,4
18437,1608,6
834,393,10
616,301,16
1126,421,13
3858,695,13
10111,1323,19
9478,1165,14
2254,569,19
2634,607,20
2134,474,14
14913,1994,17
3370,832,10
3614,565,15
14045,1535,16
14020,1332,22
7310,814,19
1464,465,12
1057,214,7
11104,1082,18
7489,715,16
1078,498,12
13723,1523,16
404,235,18
2462,858,9
4646,1031,13
1149,414,11
638,293,11
1775,463,11
7820,556,14
13034,1319,8
15039,1649,8
606,326,6
2210,687,12
6391,799,13
964,329,21
261,214,10
20048,1702,10
188,166,16
382,141,10
370,220,12
2410,500,10
1503,442,12
915,481,11
1056,521,8
630,272,14
395,235,10
5314,756,16
931,354,12
414,296,12
4663,702,9
2657,663,18
12427,1397,21
512,294,16
831,402,19
3079,676,13
1917,531,9
897,246,17
264,182,5
4999,761,15
167,149,11
1981,398,9
2233,477,16
1271,701,9
14215,666,11
1275,393,8
4988,681,16
2127,346,7
2793,697,11
534,218,11
7808,1008,12
8418,1226,10
5342,864,12
7739,921,22
4692,753,22
4273,766,18
10498,1017,13
3553,596,15
113,112,14
392,242,7
11628,1540,7
7095,927,14
1139,278,3
1583,380,10
4807,743,16
19583,2084,25
451,305,8
319,249,16
353,400,10
585,250,24
441,259,17
9671,1064,9
2455,452,16
444,239,10
5928,901,3
277,200,10
2667,514,9
216,137,6
5560,890,14
191,164,10
7502,838,9
610,338,13
3663,950,9
9197,462,5
672,249,6
208,214,6
476,235,15
2300,973,11
1695,369,14
221,151,10
6809,425,4
866,252,16
468,302,6
206,123,10
10235,749,9
2317,276,7
6791,862,11
730,307,14
1393,323,9
9195,947,17
832,354,20
10698,1035,8
1788,473,13
5385,860,12
7459,937,20
3334,476,7
1072,506,29
6589,916,13
5465,810,16
5907,851,6
2536,560,17
1880,260,9
2157,420,14
8039,600,8
4410,785,10
4269,831,17
8312,167,8
705,415,16
922,388,9
10473,814,19
4541,1474,7
435,291,19
12298,1017,15
3034,738,9
4627,911,17
684,341,21
9906,1132,18
7999,1000,7
653,359,13
392,230,9
18388,2337,18
3077,606,10
134,106,18
8113,1197,11
2247,476,14
1630,263,16
9159,683,4
515,388,9
1707,374,13
1043,394,15
1171,461,8
3977,1008,13
1229,370,17
890,438,17
3836,715,15
14304,1062,5
1245,423,13
343,201,16
233,162,10
7197,1076,7
441,294,15
13911,995,13
13985,1269,13
3152,536,14
253,106,14
1551,200,9
2572,454,9
1007,358,16
1013,226,10
426,209,15
12954,1807,15
3094,476,8
803,403,14
721,306,11
1810,265,13
12372,957,15
2381,609,9
3179,595,15
48,42,10
1728,482,14
4813,921,9
596,251,9
666,301,18
479,290,13
7443,421,9
5021,746,28
2581,524,13
546,353,13
888,277,17
1600,495,12
13196,1247,13
638,382,12
3446,584,14
2273,486,12
7301,703,11
9481,1003,11
6654,1043,12
3108,586,16
11644,1391,14
10760,1097,16
5459,1304,13
782,217,10
2569,525,13
12631,1071,14
4291,670,11
1198,412,12
7617,1127,9
11574,1095,10
3143,488,26
172,141,8
1145,162,5
257,178,15
487,173,13
414,184,11
882,366,21
10103,1425,17
1596,524,15
2730,478,6
648,244,15
1603,183,13
222,148,17
301,150,8
10394,961,15
7892,1060,17
562,381,10
302,229,13
6700,830,9
724,449,19
320,229,7
1520,419,14
527,392,16
1053,506,13
7876,667,16
939,448,10
6438,1238,13
596,395,9
3849,404,10
354,189,20
14197,985,11
8394,953,14
7876,1031,16
11798,663,17
360,258,10
3596,766,16
1391,469,8
8523,708,13
864,322,17
1145,332,21
3554,752,12
10269,1178,14
1996,445,15
12584,617,8
13982,1073,13
1349,463,17
475,382,14
613,306,12
2513,344,14
6278,955,11
1022,355,10
812,268,11
1605,272,9
925,326,10
4938,1024,13
1985,265,10
510,131,7
861,300,27
304,225,13
253,114,14
396,51,9
3760,501,14
3141,198,5
176,130,12
4764,382,9
8994,1169,16
232,61,7
276,161,15
12504,1485,17
616,251,8
426,352,14
1130,426,16
6222,1308,13
7585,1338,18
4845,1000,7
993,386,11
147,101,9
489,311,8
284,211,12
313,306,7
8192,465,5
5203,1803,6
11716,940,17
167,168,7
1786,539,16
617,407,7
1806,530,11
5461,740,11
6130,1005,10
8724,661,10
709,362,18
557,200,8
7170,1059,7
3941,789,11
3407,893,13
10974,1539,18
727,279,12
2271,750,10
2173,622,18
6910,1166,9
4175,936,7
12071,1009,9
417,323,8
5729,610,10
4269,707,10
4166,819,14
553,288,12
11409,1276,10
114,75,11
1684,429,11
573,286,9
5068,418,3
7776,1067,21
5070,861,17
11884,1448,12
2732,493,17
483,242,14
3795,414,7
1583,398,15
805,335,11
107,91,11
8998,1046,15
375,268,7
178,136,8
747,444,16
1189,494,14
217,137,14
46,24,8
806,354,18
2060,447,14
2741,474,12
1484,530,10
4146,907,6
4290,545,17
1148,357,20
12766,1021,18
5380,742,25
1810,608,14
1791,456,12
9748,1818,16
6439,925,17
1290,311,5
1059,394,15
2204,648,11
1998,597,16
12956,1479,16
1769,724,15
984,145,10
1244,398,10
8561,1158,11
5955,346,10
7967,911,11
4031,823,14
10282,1044,11
2212,864,3
450,209,15
844,335,14
250,126,4
1116,335,11
15303,1784,20
11337,692,15
10578,1311,12
13263,1542,10
11069,1097,15
238,160,14
1228,344,11
992,411,15
1586,383,10
5269,1392,14
5987,1004,10
281,172,16
248,221,12
959,270,10
11715,1373,12
1966,629,4
1990,435,10
2349,199,16
7741,782,13
1929,520,12
2352,712,15
699,427,11
1018,427,13
165,74,8
264,97,6
208,148,10
311,241,9
215,158,12
3554,710,15
11112,1006,15
399,233,11
309,121,7
333,203,12
524,314,12
2311,222,10
189,144,14
4007,808,7
210,139,9
4981,707,12
381,292,13
520,249,9
1153,340,9
7675,784,13
15685,2178,9
8921,1067,24
660,257,9
495,281,16
4059,585,13
2714,533,15
8257,792,9
10953,1755,13
5980,1365,13
630,369,16
8606,718,9
14730,1853,19
2532,537,8
2713,792,19
10246,979,16
95,92,9
12344,1377,20
2256,445,16
552,218,15
5335,480,8
536,293,9
6219,864,14
7898,1147,8
1846,706,11
5494,642,6
6052,693,11
6843,891,12
150,100,10
10173,1112,14
3621,610,15
987,514,9
387,242,14
10865,814,11
6975,654,11
9806,1581,10
15569,1725,11
376,213,7
85,46,8
989,416,8
697,339,10
620,133,9
917,404,10
10160,898,7
1902,553,17
1613,286,9
10163,1089,11
802,408,15
6021,657,7
3946,611,11
243,89,6
204,149,9
377,219,9
172,111,11
6557,643,6
255,219,14
9584,1013,11
14194,1242,11
8574,1810,14
7123,1062,9
367,195,8
591,228,9
10688,2124,13
779,256,9
1621,276,7
3565,509,14
8977,381,8
6492,1378,7
3179,626,8
8845,1055,15
1539,378,18
12968,2774,8
506,170,7
1963,287,8
14442,1206,21
632,121,2
13539,1882,18
410,248,11
1391,588,13
2498,1073,10
1378,449,18
4151,826,16
6479,1093,13
2902,829,7
226,185,8
5524,967,10
4773,1063,15
14971,1701,17
963,304,9
1576,447,16
1904,534,16
159,136,12
2062,865,5
183,164,16
9942,695,14
481,180,16
6335,794,10
508,237,14
2009,144,8
6936,780,6
307,180,14
7582,823,11
2146,714,8
252,130,11
6372,681,12
11425,671,10
518,248,21
1260,451,15
2108,354,13
473,348,22
7231,522,11
5981,735,5
3138,686,8
576,225,21
8960,1218,16
1935,537,15
1658,655,15
990,363,16
455,266,13
14601,1602,17
550,265,21
9478,661,8
11018,1474,12
5851,975,10
4515,963,15
1866,420,14
1423,574,14
15194,1341,7
927,415,15
300,256,14
1242,400,9
5061,907,18
658,113,12
887,273,7
3867,589,18
234,204,15
1288,409,14
13483,1039,12
612,232,13
1855,473,12
10201,1033,6
1685,508,13
971,437,16
8682,1078,19
672,280,10
10472,881,16
794,480,14
646,454,4
298,223,10
15049,1259,7
8709,1034,16
839,250,12
368,257,8
3424,363,10
4329,324,8
0,1129,44
14474,1799,18
5228,796,13
84,73,10
454,285,18
793,306,17
434,230,16
7353,742,11
2352,1001,4
2085,463,12
9019,1155,13
2987,809,7
543,329,17
382,248,20
7653,906,12
10821,929,18
7595,535,13
7620,1094,17
1121,399,16
2910,744,17
61,59,8
706,340,12
310,155,12
9308,711,8
8280,687,9
120,136,7
467,203,11
247,210,18
1538,396,17
11339,964,5
10636,1411,8
6966,963,15
13688,727,9
438,331,11
292,177,12
19793,1053,16
367,131,6
4692,600,23
2564,695,14
8901,1040,9
4422,907,11
3258,780,12
2580,840,4
690,92,6
732,303,11
6796,865,14
5516,782,10
9671,1038,7
5918,806,16
199,132,10
3175,553,11
2419,310,11
4248,453,19
21154,1392,17
934,439,21
16701,1752,10
13334,1051,11
368,227,12
3481,690,19
2652,632,14
5218,738,15
2510,748,14
1747,392,18
516,303,11
9575,1273,14
1925,422,13
420,200,20
334,216,13
1666,554,11
299,189,21
803,307,16
114,78,7
7629,1090,10
9012,1735,11
147,122,12
4564,682,16
1146,365,12
4709,518,10
2075,466,11
9322,753,7
390,352,11
838,259,16
5238,770,15
8977,537,9
578,314,5
325,199,18
2214,538,12
16581,1395,8
2608,613,12
517,277,15
4868,645,15
356,198,10
308,159,12
12145,1402,16
1238,502,16
1256,405,22
4974,729,7
5409,737,16
210,155,13
7357,427,7
5832,959,9
9656,956,13
10230,1260,13
11725,998,10
193,80,13
4623,619,14
137,85,11
2700,712,12
128,112,9
10320,877,11
678,233,13
642,220,14
12829,799,16
158,99,7
302,228,14
8028,383,6
7383,690,9
10322,1230,13
1397,323,14
8069,816,14
209,148,16
250,210,10
93,8,5
452,340,19
209,107,6
1845,624,9
6892,762,11
9633,1635,14
2397,609,13
3130,566,8
194,131,18
590,229,16
6295,892,16
725,260,10
5847,939,14
9611,1772,10
879,200,5
497,271,9
9365,1175,11
3322,572,5
5559,839,17
173,133,8
3322,402,14
620,328,12
402,199,11
2214,378,12
165,128,6
2671,728,11
1161,417,12
2281,153,9
674,375,10
1120,469,17
1250,337,16
6627,996,11
12557,877,13
1899,544,6
1517,477,13
7560,781,12
611,304,9
8225,784,10
7587,1293,17
5152,532,11
358,258,8
273,132,11
17811,1468,19
586,222,21
436,211,9
453,97,16
2957,416,10
2191,423,8
668,327,16
1708,502,18
12752,1012,9
3681,761,12
26,15,2
8002,1225,22
307,151,10
9288,839,16
220,233,11
1243,514,11
198,147,12
20354,1997,14
784,390,18
5762,591,10
7198,1236,11
1948,442,5
482,238,13
420,222,12
1051,492,19
10111,1445,18
180,86,17
4321,766,12
8423,817,10
471,301,11
20112,791,7
326,226,10
5275,1003,11
3663,759,16
10470,1092,17
9874,1518,11
12308,735,8
251,204,9
1476,494,14
8430,910,16
3073,528,16
2071,641,16
4519,850,9
4844,857,12
6672,867,22
271,189,13
10580,1156,14
731,400,11
1153,213,9
442,84,5
6213,1182,13
6192,687,18
16325,1250,13
391,315,19
745,417,14
9544,1279,26
3613,588,22
9599,1441,12
1263,485,8
1565,425,12
9410,666,9
3606,942,16
7094,1091,18
13664,1388,13
1982,698,14
1734,412,17
407,175,13
4132,703,13
4757,874,13
3095,564,10
1539,693,6
281,247,11
5919,1343,13
1718,401,14
2545,448,16
13154,1598,18
358,270,12
2290,499,13
2030,467,19
3052,421,13
3895,496,8
173,140,17
5407,776,14
14774,1317,13
4502,735,16
244,150,8
694,260,7
4647,508,9
941,305,12
2256,589,15
358,278,17
3719,695,17
293,167,13
5077,523,15
868,568,10
854,390,11
3022,692,9
6208,848,14
12392,1365,14
13906,1392,9
1244,233,7
8979,1001,10
516,297,17
9192,1066,16
8561,926,12
1040,556,8
228,176,11
1360,278,11
1961,418,13
11527,1037,12
4690,785,8
10204,766,9
10089,734,10
804,522,16
473,307,13
217,235,9
7010,1096,12
583,276,14
6808,1399,14
261,161,17
13778,1541,16
1583,430,19
104,87,4
12861,928,9
4715,1028,11
1061,341,10
456,255,13
507,243,18
295,184,13
871,294,14
7249,796,17
1583,550,16
7080,643,18
6297,838,10
7674,619,9
14741,1519,23
9116,1194,15
1191,351,13
462,246,21
2204,604,16
4320,729,21
6990,1424,7
344,321,14
2537,925,4
10964,1455,17
1746,487,17
15762,1352,17
1343,187,6
737,422,7
10258,590,12
998,335,21
10240,1421,17
3066,560,15
435,337,13
11454,983,18
1221,395,28
11167,1148,10
2392,779,7
365,212,15
9815,744,19
434,252,9
245,147,8
4660,626,16
706,307,16
2258,655,21
3556,715,19
350,114,19
15737,1325,11
12494,952,15
994,403,21
4835,788,14
3406,731,18
1008,377,13
690,216,8
4638,557,8
2522,513,12
501,307,15
11308,696,9
2749,508,10
4935,911,16
709,325,17
8425,1105,19
366,206,17
576,328,19
13850,1313,15
13143,1652,20
738,252,12
502,278,10
786,388,11
332,224,17
17892,1384,18
306,276,10
7764,1441,15
303,207,16
753,173,8
5434,1472,7
564,223,18
2943,540,12
2732,634,16
1526,642,10
2582,524,16
321,226,12
147,83,9
321,188,15
223,145,6
168,136,18
2321,717,5
6922,751,10
2853,454,12
1096,226,5
3814,829,16
7441,1475,11
861,282,19
13140,852,19
2220,638,14
200,205,8
6349,846,14
212,180,14
831,200,9
11247,1241,14
5150,627,15
143,58,8
10575,1027,17
3591,578,17
12978,1778,14
944,469,11
3632,669,18
4249,628,10
4264,540,15
212,150,11
7142,904,12
574,275,16
937,226,12
7138,1309,12
10386,1111,11
1575,408,6
2273,399,11
4350,774,11
1250,322,23
7413,1083,14
453,229,16
865,385,15
242,117,12
1376,503,11
13237,1741,10
828,372,12
299,171,12
5582,552,11
494,346,18
8264,1424,18
944,195,14
1414,745,9
721,377,24
600,166,10
1557,436,14
502,215,15
16355,1202,11
1124,550,6
1122,300,16
473,284,11
3259,867,13
980,317,16
251,130,8
5263,904,12
4750,1084,15
151,104,7
438,280,13
7237,1107,14
571,311,12
5341,695,15
10870,914,14
6909,1029,6
598,254,11
2536,574,11
1014,244,7
549,289,11
480,260,18
3161,623,10
422,330,11
6221,754,10
6078,969,9
579,257,20
9988,782,9
7526,1025,20
9138,772,14
1598,370,15
1021,269,15
489,240,16
3254,515,20
780,299,16
620,301,17
12974,1388,15
3872,653,11
997,346,7
491,321,10
2290,496,19
745,314,12
8947,736,9
6060,993,19
1043,482,14
1542,413,10
3491,489,12
450,177,16
126,100,7
561,367,10
4361,412,20
18904,1816,17
821,443,9
1065,368,15
7316,972,8
850,297,11
204,172,17
8018,877,14
476,302,13
184,182,11
8071,947,16
198,112,10
3736,344,9
359,239,15
960,401,9
271,206,13
2177,648,18
308,212,18
615,313,19
2186,353,14
11772,1310,16
225,146,20
4945,357,9
9017,513,7
13418,1135,13
2137,483,9
2472,673,15
1114,392,13
476,297,12
7333,946,23
2208,439,17
14544,662,7
4452,991,11
121,85,14
3370,886,6
224,161,13
1978,368,6
811,168,9
3154,673,11
6062,759,16
330,232,16
1205,559,16
2058,706,8
365,366,14
7940,1166,13
5638,832,20
15631,1245,13
11384,1335,14
956,302,23
714,313,8
297,233,5
593,258,17
784,294,7
8129,894,7
190,135,10
478,296,12
19440,952,4
284,219,15
682,403,10
3278,575,10
642,345,16
908,441,13
106,105,9
4362,433,8
736,199,7
12734,1698,18
343,278,20
13731,1271,12
24098,1718,16
1348,554,12
845,478,13
8056,787,18
11186,957,11
542,282,11
528,300,10
10242,853,17
1614,384,12
1575,654,10
1500,446,10
11414,978,22
9052,742,11
563,296,8
12297,1497,15
1327,329,11
12924,1138,13
2953,659,8
1210,418,19
730,387,14
1741,205,10
8227,1592,19
4258,449,10
285,162,14
797,355,14
512,309,17
297,157,16
3677,539,11
15183,1316,19
16694,1321,15
13656,1039,14
13377,1191,12
768,292,10
537,202,15
801,341,14
3827,586,9
9506,541,9
1839,603,13
2030,463,13
3076,844,12
298,263,9
5573,790,14
2197,239,11
4107,597,14
267,175,18
14254,976,12
331,211,20
857,344,8
5721,979,11
3484,526,5
7312,1055,9
2063,467,14
889,64,5
796,412,14
7449,837,24
1109,357,19
716,259,17
1462,493,12
388,335,11
10638,1340,12
13096,942,13
3512,781,12
122,72,15
11717,351,7
566,440,11
574,262,10
283,50,5
8549,997,16
570,328,23
244,132,11
2593,405,12
205,172,16
7624,830,13
14846,1313,7
5607,1012,9
1820,207,6
9949,798,12
2289,326,10
3832,908,16
4425,527,12
14790,1217,15
7389,1027,16
12544,1123,12
4000,750,15
2782,568,8
6011,730,12
65,38,6
297,307,14
1015,319,11
1360,345,16
1243,444,19
9106,907,20
10036,946,16
405,108,13
314,123,19
7956,981,17
12045,1508,21
803,506,18
473,295,22
4149,695,18
14037,1410,24
928,416,10
510,254,22
13600,1447,18
1262,215,11
8477,1012,15
2909,765,9
1003,393,15
11418,1116,12
1447,441,10
1993,582,15
13517,1401,10
11512,1040,13
1423,400,16
1197,139,5
3700,777,20
179,139,19
2183,148,8
1122,548,11
3654,690,20
1533,495,17
13948,1764,18
556,282,15
661,297,19
1231,266,11
11146,837,16
1707,564,17
224,173,8
3202,406,12
1460,672,11
484,251,14
577,305,10
501,264,16
2606,796,7
1585,378,14
1744,410,16
698,262,15
318,213,16
4169,823,16
7694,713,17
3637,591,11
254,148,9
3271,813,15
11919,937,15
3622,718,20
385,158,19
3028,735,14
1166,593,15
8783,1245,12
6001,836,12
13061,1556,19
8225,1105,20
8506,1042,22
2170,366,11
6110,635,19
264,224,13
335,190,20
1764,418,11
496,326,11
10060,1163,11
131,106,14
2826,579,15
1102,477,13
2717,632,20
927,483,11
2828,825,10
1668,436,16
1775,401,22
3641,716,13
9295,1076,16
10569,978,12
2520,36,4
9650,1072,16
160,111,17
1004,561,8
877,332,8
7457,1091,11
261,206,19
836,268,18
1436,309,14
2702,540,15
1526,599,13
1624,355,10
14878,1113,19
15625,1977,10
1241,233,16
175,138,17
5897,683,19
350,207,17
209,151,21
3284,600,15
2391,539,12
4765,817,8
712,255,15
5421,1054,9
559,177,5
14236,1675,12
1958,524,8
1220,286,13
1061,77,5
1016,428,13
6648,1093,16
4040,921,18
244,98,19
1033,372,16
3371,717,14
14054,1189,8
12499,1194,14
9821,937,17
14885,1214,14
699,194,10
3217,505,11
3924,534,13
11426,1341,13
3987,789,8
7612,1099,9
3567,359,7
1566,606,18
461,282,16
868,350,14
2332,458,15
13513,1268,15
571,329,22
18876,1384,16
318,146,8
6685,1008,16
1593,378,21
3649,592,10
6035,903,14
1328,427,14
485,223,14
5571,387,7
8691,457,11
11306,923,7
12845,2160,14
6827,540,10
555,254,14
2970,434,14
10993,924,19
4916,674,14
225,118,10
605,272,16
666,317,11
1632,357,24
461,356,14
2333,185,3
654,349,18
1902,605,11
1236,261,12
647,363,9
13499,1478,19
232,153,9
4006,686,12
6177,1140,17
4372,717,17
254,219,17
701,190,7
3099,623,16
4243,529,18
126,73,10
453,301,7
466,205,13
1072,250,17
11670,1304,8
6565,1066,11
256,130,15
413,318,17
4718,881,16
379,115,9
229,155,10
2613,577,6
1124,448,15
246,248,13
649,297,11
4427,641,8
7536,632,11
361,220,12
2686,507,14
12642,1212,9
12418,1037,16
578,308,12
167,148,11
1167,447,11
3747,878,16
4577,814,16
362,291,10
370,271,13
4430,874,12
10399,1036,19
25521,1989,11
388,195,10
1027,281,10
11020,1164,17
312,249,15
277,189,17
2548,513,12
840,383,15
1252,415,10
443,233,11
854,261,11
4385,662,12
13736,1380,14
1860,482,15
21910,1577,17
5713,745,9
563,375,5
1954,567,10
7081,592,10
10814,468,13
5090,1014,11
1130,422,7
421,279,20
12352,1053,11
15009,864,8
578,372,16
538,321,13
3858,558,11
10321,1275,18
169,132,19
864,358,9
202,131,15
4029,721,11
2068,749,8
1029,390,20
298,236,8
1385,464,7
362,216,9
200,160,17
1996,618,15
329,209,11
12536,1111,15
2366,538,11
1042,165,6
285,177,10
238,168,24
4865,776,13
1513,290,15
1677,589,16
479,321,11
350,199,12
3027,258,6
1335,488,12
324,144,16
7567,1237,13
6271,231,5
177,162,14
4405,636,13
9577,1299,16
991,259,11
4436,317,6
13869,1267,17
258,95,16
7036,963,25
5965,611,10
3696,426,15
14833,1561,11
4564,608,11
5575,978,13
2874,667,11
666,308,15
15010,2041,16
2664,694,15
666,318,15
14145,1411,11
3361,510,15
7927,739,9
15370,1303,17
11166,1068,13
10229,768,12
3110,416,11
1345,505,15
213,157,4
4788,726,11
5359,768,6
9469,1628,12
3184,917,10
12512,1376,10
7818,698,11
3404,692,14
1084,506,17
3512,480,14
6417,1063,14
5864,905,17
2931,626,12
558,301,11
283,247,17
6793,514,18
5178,899,24
309,162,10
1596,481,12
12923,1397,17
1440,591,15
1120,256,9
2968,534,20
724,384,20
9253,941,21
281,163,18
692,305,13
893,219,16
2181,601,21
18169,1889,10
1608,485,17
1613,691,13
13080,643,9
7441,991,24
3157,597,15
7450,801,12
519,414,13
7955,563,14
5545,566,14
9060,712,16
2136,477,15
4717,1046,7
9260,1064,13
5504,694,16
10001,1365,20
9665,1149,19
763,223,13
4405,788,22
560,229,12
2575,482,21
181,145,17
1762,332,14
8048,762,10
11943,941,12
6438,1013,15
883,395,14
6792,1312,12
7010,953,21
479,248,15
333,274,13
469,209,10
1195,255,12
8739,1282,22
231,181,16
3655,862,14
9933,821,20
350,216,23
7754,856,8
6122,679,12
598,246,19
4840,762,15
343,231,15
2565,438,9
302,206,15
590,210,8
14037,1247,7
962,314,16
515,261,21
9983,1331,14
3170,474,12
264,204,11
884,453,12
8375,852,19
1865,732,9
8009,916,18
441,179,6
14841,1732,5
6288,875,13
359,155,12
2514,520,13
927,276,7
14027,1721,11
9677,742,12
7123,1178,8
6630,730,11
17939,986,9
7682,1542,16
129,118,11
430,266,12
621,263,9
551,242,14
2467,434,11
1036,345,15
7714,668,18
492,374,11
10925,1005,10
11591,541,10
6760,1366,16
781,355,11
1337,441,18
466,294,12
661,265,11
8689,777,8
5268,756,12
171,115,6
2333,1014,13
8024,1183,12
3390,692,18
1010,245,4
53,58,5
142,121,4
898,489,7
8817,1061,6
13429,1151,15
1259,124,10
723,358,14
3546,380,11
779,574,10
738,93,6
9717,800,15
5054,817,7
3117,651,8
1968,332,10
123,60,13
13420,1068,14
587,166,15
4183,832,11
6858,963,12
9594,869,11
12967,1443,13
8615,595,6
8214,592,10
163,68,9
1477,559,12
3652,660,11
402,201,7
420,157,9
275,231,8
2423,662,16
8580,1126,20
625,381,17
9321,784,15
590,195,6
1042,341,13
1099,577,12
2225,574,17
8176,1032,11
7715,1059,8
16289,949,5
1801,389,11
9499,664,23
1094,420,22
17548,2325,17
4927,1402,13
1548,460,13
8190,349,14
249,165,15
1265,292,15
222,125,15
685,289,20
1082,439,18
1000,489,14
9946,1208,13
5661,693,13
725,235,10
4738,887,12
1273,467,13
5412,881,14
10464,1436,11
1112,357,17
327,181,8
1834,576,11
1399,427,6
1176,354,21
314,246,15
1740,198,8
5642,740,17
3002,778,7
5135,804,21
218,207,11
1759,412,10
6691,802,9
7365,1128,14
533,79,6
10369,1205,11
18127,2180,10
772,363,13
83,66,10
8315,656,4
224,140,16
1222,347,12
609,283,15
14121,1783,6
1845,390,14
12885,1332,17
2633,594,15
11107,1255,12
980,308,8
307,206,14
9943,936,12
14135,658,8
169,160,9
2130,384,21
438,312,13
168,83,15
1885,400,17
1654,389,11
8021,1059,8
1456,418,21
3692,885,16
408,249,13
2486,655,25
13651,619,7
350,201,9
1892,232,12
2254,798,10
2258,661,10
10989,1194,18
2235,550,20
753,416,12
4674,1004,22
6866,550,10
1954,303,16
11353,1277,21
12058,840,14
5857,984,11
11997,415,7
14035,908,8
402,226,6
7068,1044,16
31,15,9
6808,953,13
3336,897,9
999,364,14
7661,799,12
1263,379,12
6594,636,16
387,268,10
8060,994,16
616,250,13
16658,1522,18
938,498,21
12695,1057,8
1097,304,12
8708,536,7
504,275,15
1887,488,17
4474,902,11
928,329,13
11546,794,8
1144,416,12
4880,842,12
1895,701,20
1361,559,14
13980,1523,8
6733,790,14
246,179,11
429,194,12
865,526,12
1011,373,8
313,193,15
2480,455,18
7284,837,17
7275,1016,14
1165,286,13
8858,1055,21
9733,1653,10
928,193,6
8837,546,15
8937,894,14
247,190,5
2694,978,6
11957,1063,14
298,144,9
786,389,21
5437,932,22
1557,472,12
4406,558,14
2125,345,14
8061,915,13
9359,1231,13
655,371,12
6825,1380,9
12309,1464,15
979,488,12
2761,716,9
13972,1329,12
17106,1573,21
12656,1289,17
770,473,15
8417,1188,14
104,86,9
1213,148,3
9307,1485,14
6079,907,16
9065,1156,21
2883,439,5
3680,605,15
11989,1218,10
16763,1338,7
3903,542,11
10320,1060,21
277,215,10
7603,863,10
11293,995,15
1307,483,22
13070,1543,18
11215,1578,12
223,130,14
18302,277,3
2099,522,18
15946,1980,11
926,437,12
1276,434,13
503,233,14
460,311,22
287,189,11
3585,261,8
8388,1284,16
11297,1346,10
5500,857,27
13965,1441,13
1258,245,11
1729,550,7
2724,824,7
10115,896,17
124,91,5
4589,831,18
