"Mean","SD","NBeads"
3115,903,12
3598,884,9
13491,1293,18
280,176,16
519,383,15
5703,581,13
224,193,11
755,261,16
1189,441,10
9373,1222,13
975,479,14
1214,321,11
6934,1060,16
7363,840,14
597,284,14
4091,886,14
2764,548,7
620,232,12
15477,1191,11
5311,1058,11
248,227,9
8705,903,9
172,161,6
749,361,15
11383,1316,10
180,147,17
900,301,13
1200,394,16
1420,384,20
1060,270,8
1345,395,8
386,115,16
15021,2341,12
2530,466,6
319,264,10
9755,1806,10
10566,1106,16
1716,464,18
240,135,22
3438,792,18
2418,619,19
15183,1600,19
753,449,5
850,282,15
17560,1352,16
1019,198,13
9017,1013,8
14002,1371,12
4661,816,11
451,174,12
8814,1197,12
216,217,10
412,245,17
348,209,13
3639,828,5
619,288,14
1421,412,18
760,425,15
558,182,5
6871,1306,12
7441,1122,19
2877,483,18
2227,525,17
1064,384,13
3087,761,11
773,359,12
13205,1566,19
189,100,8
891,275,14
310,170,11
546,338,9
4295,574,12
1545,260,4
9394,1102,21
8268,804,15
1550,501,10
9803,1374,10
323,258,11
10545,1138,24
282,165,11
1736,348,8
8341,1037,17
7155,617,14
4788,1396,8
2765,571,14
6065,629,10
5336,703,10
5394,701,15
6726,1384,18
214,201,12
12791,955,13
12656,1852,10
1402,425,5
40,34,7
4958,687,19
13511,2061,10
459,438,9
1036,376,11
121,95,12
6159,1058,12
1199,336,21
1262,319,15
371,168,9
897,132,5
11244,222,4
3394,644,15
5318,961,11
9713,1104,8
435,251,12
6662,1108,22
1075,508,15
1674,607,6
13020,1354,14
1651,453,10
3439,699,18
975,399,11
4412,613,20
13844,1140,15
10932,1116,10
11444,1210,19
1766,527,15
3924,428,12
7383,1117,24
2504,566,12
721,326,8
1654,360,8
1514,335,9
21189,2269,13
11382,819,11
9090,954,18
2889,418,16
8569,1007,15
6324,850,16
1831,526,23
8286,667,14
1234,441,18
6456,983,16
15061,995,8
1634,217,7
4957,863,13
459,311,17
600,306,7
3752,871,15
620,279,17
494,261,15
2908,719,20
391,318,9
49,29,5
6921,831,16
1525,498,16
15617,1320,13
5062,712,20
1517,257,8
12366,1119,22
1003,119,4
2844,712,10
827,292,15
4487,683,8
548,100,10
10199,601,7
7910,1663,4
2052,726,14
17920,1783,8
7362,670,9
298,204,7
5690,913,9
322,286,13
363,183,12
358,197,12
1056,413,5
3503,417,11
9559,849,14
884,280,14
1180,323,16
117,122,13
213,104,10
916,209,5
6986,1541,11
1708,514,16
1759,321,13
20117,2024,22
757,341,17
16937,1789,19
6995,1244,15
251,167,27
11807,1517,11
4832,1119,10
7231,1120,17
1311,381,12
12987,1212,11
325,278,14
11298,1020,12
162,139,9
8864,863,8
3450,458,12
16907,1702,15
4417,478,12
450,207,7
9955,1334,13
13296,1246,6
313,140,8
2894,607,20
355,237,22
2550,537,9
157,111,12
8340,1010,15
866,296,6
2689,478,17
406,248,11
2728,660,10
268,195,15
279,271,8
1234,543,9
671,394,16
3406,639,18
7002,561,7
12807,1101,18
661,220,12
8695,1309,12
1130,444,6
743,383,11
7940,1175,15
6511,615,10
10260,1036,19
2783,977,15
193,147,18
9652,1027,12
208,159,15
5876,726,7
5039,986,14
1697,542,16
817,276,11
12177,1179,14
6889,878,16
10308,1600,11
1127,352,19
12616,1442,14
289,179,21
256,182,8
2943,355,10
11133,1061,11
1879,577,7
9282,1093,16
8167,1117,21
3335,359,14
713,432,11
826,300,12
2002,539,19
1203,358,16
2561,321,12
10739,645,14
12559,725,13
5350,373,11
8567,1254,15
255,197,14
5358,699,5
540,355,16
192,127,7
3200,590,11
1852,374,11
1651,431,23
1351,382,18
209,142,12
2241,529,15
8431,807,10
781,271,9
10982,1203,17
9546,1428,19
11152,1614,14
10358,1423,7
2186,441,14
324,201,8
342,153,9
2409,597,19
516,239,25
2369,493,11
8059,1351,15
17364,927,9
4330,645,10
1224,153,11
950,419,14
97,64,10
3428,832,17
3321,524,21
2937,784,13
7751,445,12
485,259,11
141,139,10
309,165,14
649,464,6
630,268,16
224,152,16
375,223,8
846,350,13
6753,804,7
1510,486,14
14996,1393,19
1834,331,11
3710,573,5
2957,469,14
11030,1373,19
1118,328,22
4774,990,14
1178,404,17
3326,777,7
7728,931,17
9309,1047,16
1091,322,13
167,115,11
1432,521,13
1073,400,16
2980,500,10
5823,729,11
667,320,17
8189,117,6
270,146,17
5259,606,12
942,584,8
6347,781,7
7297,1630,11
9890,1519,16
1530,444,18
5237,914,16
10830,1169,17
6075,446,8
2943,771,12
622,326,10
1494,418,7
298,191,14
1155,552,15
4033,691,9
10916,1342,16
1431,434,11
3793,471,6
6652,902,11
508,295,20
246,195,13
1063,364,10
19852,1421,21
3120,590,14
3342,780,13
2641,730,14
4862,1010,9
566,192,7
8947,1057,15
287,48,2
6642,992,24
7853,1162,10
8743,1042,19
2247,427,13
632,338,10
12978,1457,11
3551,514,10
2735,545,26
2062,290,12
1981,506,9
1090,551,11
363,238,16
15097,1900,15
654,253,16
1973,357,8
9510,1426,11
9797,1083,16
2473,665,10
304,199,16
3833,568,16
7455,1215,12
11975,1008,6
4451,472,13
237,101,9
2950,1031,12
1809,478,17
370,233,9
625,258,14
774,339,13
9169,1021,16
8320,711,18
11653,1919,17
9396,926,14
1813,419,15
3422,713,18
843,348,9
196,111,8
11331,390,5
5243,390,15
241,193,14
1045,286,14
3591,441,14
332,334,15
3674,591,20
13552,1334,9
853,338,12
6987,838,24
2083,462,11
9066,1144,11
560,267,9
12062,1864,18
1448,365,15
476,265,13
2895,414,10
11699,668,12
184,98,13
359,288,15
14182,1333,21
4087,403,15
408,163,17
326,189,14
177,156,8
1411,431,16
762,301,14
6717,1128,12
2150,648,14
5584,981,9
2940,501,12
212,160,19
769,264,11
3073,533,13
1013,361,23
618,274,19
1987,209,8
566,218,14
21916,2067,20
3044,349,11
1124,352,17
3955,432,17
3546,607,14
556,204,15
11317,1034,10
224,147,9
872,451,13
4346,475,8
4845,913,14
6346,1080,7
1676,418,14
4469,1058,13
9297,820,12
8294,1357,14
8819,972,19
3865,245,11
8079,768,12
2488,508,12
410,339,9
6517,286,11
386,221,21
1166,381,7
7441,1209,10
11305,1054,12
4117,483,17
558,314,20
755,411,10
3221,621,9
13320,1411,14
444,186,12
3356,687,21
5120,1045,14
9955,1153,9
16932,1014,13
1257,551,9
736,298,11
2472,354,11
6163,705,12
5331,968,8
8290,1143,9
7115,970,18
2724,241,7
307,182,18
7389,567,8
10965,1462,14
3191,669,10
3783,842,13
4071,878,8
369,189,9
1618,355,11
203,153,11
4396,321,9
261,178,11
10133,1406,16
4365,540,9
381,78,5
3758,809,12
7049,742,10
10492,738,12
7816,555,17
14678,1301,9
271,210,20
1338,413,13
324,283,13
7235,836,11
2462,515,14
1279,646,10
1663,421,16
74,57,7
12811,962,11
697,331,12
1066,406,16
10236,816,10
483,179,17
1807,182,4
10074,1151,20
994,212,13
387,223,10
2079,392,13
559,205,19
966,203,12
3086,619,10
478,276,11
16707,1759,16
12319,1118,6
96,54,15
494,225,10
7582,865,15
12988,1492,11
5825,616,10
937,354,16
559,304,6
6289,1171,8
1787,458,10
8671,831,11
470,291,29
1869,481,9
6839,1005,14
7222,896,9
2881,431,12
482,313,9
12252,1639,12
4255,596,8
526,457,14
281,210,7
673,174,9
1971,212,6
1364,88,8
6539,887,10
12265,1831,13
5666,699,14
1192,316,7
1072,133,10
5641,1064,7
5150,1052,11
7222,1061,17
1965,383,17
1043,599,4
331,228,15
208,171,10
16425,1184,12
292,184,8
8473,1041,14
1901,436,10
1870,422,17
399,294,14
528,227,15
409,281,7
560,268,17
2711,702,10
5861,653,6
12925,1365,13
4124,429,14
335,183,10
1519,620,14
9348,676,13
11872,1121,14
2377,557,12
20339,2047,17
10618,853,9
17373,1263,17
1933,492,18
14851,1179,11
11056,764,12
3689,737,15
876,297,11
1879,483,17
443,225,13
460,269,16
8303,1068,14
330,163,9
2810,732,19
1174,312,20
4216,865,13
5975,1075,13
16683,708,7
424,310,8
1793,398,12
193,140,11
5169,992,18
680,343,9
15481,1371,15
4962,934,12
181,105,10
767,268,10
2198,419,16
1922,256,7
320,259,10
236,136,8
6404,923,19
4447,1032,10
947,241,7
5205,762,8
8008,864,18
202,107,7
2834,806,12
2403,333,8
16184,1326,7
13293,1932,13
424,210,9
12568,1977,17
1001,373,13
533,270,14
916,207,15
7540,1113,11
6076,535,13
7971,580,12
7174,859,14
263,221,10
3376,669,7
176,151,11
9937,1400,13
996,490,16
784,387,11
2754,879,10
3797,595,11
1139,669,18
162,117,15
5933,763,5
11867,1445,11
1739,583,16
216,140,39
14205,1612,12
13583,1316,21
12916,997,13
18584,1309,14
10021,1877,12
7844,1539,14
12664,1216,19
657,137,12
471,169,3
17730,1466,12
11964,1199,11
1109,352,10
3858,472,17
15138,1132,10
323,174,17
8840,824,13
2582,768,13
257,198,10
8538,1284,14
7939,997,12
1301,337,11
14654,1021,13
2664,691,18
2484,1027,13
2886,560,15
14328,1967,3
340,307,9
729,260,8
653,274,9
2142,407,17
467,156,12
2924,787,16
10982,1513,8
2498,571,21
522,344,17
1748,514,13
832,348,10
758,219,11
3385,812,10
10384,1129,9
1253,473,20
249,201,13
1792,384,12
1289,159,10
3199,616,17
576,461,10
9063,900,18
777,382,14
3951,633,18
1316,417,11
15407,1440,15
12339,1564,13
434,248,19
8981,1154,17
6073,933,8
79,52,6
1753,412,19
717,330,14
7053,768,11
269,141,12
2993,391,7
4002,787,13
821,417,12
1001,193,9
324,244,16
186,140,29
537,290,16
1224,539,9
1943,486,14
780,279,19
2894,448,11
2337,427,15
8719,993,7
534,259,13
1664,383,13
1324,478,14
299,211,13
9408,70,3
1708,433,5
1281,313,13
2079,508,13
8483,877,15
6662,970,17
12216,1398,18
6640,409,8
10561,1220,7
3889,640,13
18409,2194,25
11394,123,3
8506,1142,5
8099,752,11
7999,822,14
869,314,17
7946,1079,13
10668,664,6
14256,1225,17
286,180,18
4009,781,13
482,225,15
7369,1124,14
6294,891,14
1376,485,10
216,150,11
340,200,13
549,342,12
4149,730,20
2808,318,9
5241,838,15
1239,589,10
1874,617,13
1767,499,16
2299,597,7
228,193,9
3706,714,6
313,145,15
449,301,20
7878,1258,17
2330,514,13
16841,1491,12
10606,587,10
5866,1106,19
394,242,17
3357,562,17
568,335,12
4734,560,18
2110,495,9
11626,1381,21
690,315,15
2124,393,8
146,122,16
5303,878,12
391,182,9
635,484,11
1210,351,7
13817,1231,14
9781,1029,12
1286,482,18
227,171,15
4252,576,16
9539,1142,15
4753,1090,10
102,62,6
1964,833,13
405,208,15
3270,731,13
395,200,18
547,331,8
6609,968,12
3838,658,16
2049,347,11
873,496,10
411,211,12
6401,455,13
1084,249,14
2901,762,15
1619,414,14
1939,353,11
1004,138,9
796,316,9
120,107,8
8662,813,13
6501,1124,19
3078,596,16
3725,615,8
1611,475,10
17478,716,14
8897,1154,14
1154,467,16
11289,582,11
6791,979,20
1673,382,14
7623,826,22
6608,1074,18
3672,568,12
708,291,15
5031,604,5
13614,1742,14
11252,1073,15
398,213,12
2431,425,21
1001,348,16
1806,412,6
2001,432,18
1344,425,13
2331,357,10
5581,1239,15
3353,830,10
442,144,18
8304,513,5
526,263,11
1790,342,13
72,98,7
393,260,8
11881,1177,11
4554,799,9
234,233,10
6152,970,16
11666,860,11
320,177,11
528,324,8
518,309,9
11102,1391,11
8041,1112,12
1717,236,5
417,344,12
5801,270,10
250,203,17
382,249,9
8685,454,12
5701,675,10
5525,562,9
1811,305,17
5059,556,9
1896,464,16
1951,450,9
394,381,8
1234,488,14
11714,1474,12
6790,865,15
9578,843,13
187,103,3
12520,1193,10
1634,428,24
400,182,16
262,131,8
1616,430,13
1637,275,13
393,176,18
2922,742,22
2692,708,13
5946,924,14
1372,330,13
187,147,11
6075,965,12
2961,740,17
7960,1266,14
2191,211,3
14142,1158,13
3157,655,14
10545,1224,10
7100,1500,8
1396,380,11
11470,1494,19
660,318,12
8768,638,8
12928,1530,12
2159,515,16
2949,882,13
3585,626,13
4621,484,6
930,488,12
240,188,17
1641,329,11
4993,379,10
3097,727,6
13948,1550,20
929,318,17
10093,1045,9
7352,582,12
219,198,15
905,215,3
973,300,8
275,253,16
2132,339,12
5281,628,14
2262,774,6
3002,479,14
5632,446,7
903,316,10
10028,1014,14
6718,923,9
12224,1611,13
592,243,9
4292,783,15
256,127,10
10330,1312,11
450,309,7
8487,582,9
1609,809,9
334,214,11
14323,1428,7
3215,614,11
7474,874,7
10692,1025,11
1329,528,13
984,636,12
2802,641,14
822,379,16
855,408,16
10775,1349,18
1080,310,19
2797,720,17
490,307,9
1615,645,12
360,302,12
1611,652,12
10182,1229,11
463,269,11
2658,727,10
965,322,13
121,101,13
3271,410,8
3769,886,10
495,246,17
862,329,11
8136,1382,12
10806,877,7
6177,823,11
3470,834,10
3461,827,8
2209,805,8
10506,1032,14
8203,1309,12
7919,1188,15
13348,1113,14
1040,385,16
1431,279,8
281,250,9
6136,848,19
1808,481,14
231,136,13
707,95,6
2769,645,11
328,192,12
1009,404,17
729,402,11
12926,1290,9
971,296,7
10217,2515,5
2224,481,16
17845,1276,10
10559,1695,10
6236,571,7
411,154,15
1265,419,9
2579,871,9
1858,495,15
5946,1093,23
5047,672,11
2737,728,18
952,178,7
9285,908,17
1474,328,17
3749,597,12
1006,501,10
782,247,11
762,319,11
3041,593,16
3001,844,15
4087,529,17
3545,563,5
1430,433,11
1305,342,11
811,469,12
1775,438,15
871,382,23
261,135,12
1511,245,9
3548,410,10
636,227,17
1716,620,13
6137,772,15
520,250,9
501,253,17
5746,866,20
1123,482,12
808,332,14
12875,906,10
11051,1371,23
282,251,8
1342,346,10
4230,776,9
1694,438,14
899,224,11
894,378,9
3051,496,12
296,209,14
242,211,13
4727,477,5
752,307,14
241,178,16
5638,660,18
333,275,17
6962,1268,13
456,115,13
1477,322,15
695,256,16
3258,420,14
291,182,10
324,171,16
1744,415,10
9654,628,12
3313,771,10
7360,956,26
4742,1178,11
651,427,15
1138,186,9
1047,371,22
448,168,14
98,81,12
16064,1743,11
16518,1489,14
292,238,8
15335,1369,12
9580,1301,16
286,188,12
1701,464,11
1681,520,19
3375,616,8
1664,598,16
408,190,18
8455,643,9
1008,427,3
7928,965,13
290,228,20
1455,261,5
1989,523,20
15363,1383,16
12004,977,19
464,245,13
7340,943,17
825,364,18
2214,362,12
915,286,13
3243,679,19
1133,457,12
559,230,11
958,273,14
2908,976,10
3265,391,13
509,243,12
1070,497,23
1317,447,14
2647,624,9
7349,810,15
871,365,15
382,298,12
8108,880,9
16138,1132,10
1732,422,11
926,308,9
227,215,12
2076,513,11
10614,934,15
9557,907,13
914,433,14
16165,712,11
4854,1055,13
227,146,12
17558,1816,19
925,314,21
341,189,13
1443,664,7
8871,252,6
613,134,7
376,184,8
3394,387,22
7579,676,17
1895,746,6
606,257,11
6064,946,18
9930,871,11
3312,619,20
326,208,11
6270,1232,6
11600,620,14
1792,592,17
1440,358,6
12658,1078,8
765,273,17
5184,829,13
14170,1259,13
1367,373,17
165,131,15
530,226,16
843,118,5
7583,284,4
5989,1003,14
596,114,10
13069,1156,14
399,240,17
5485,513,15
11018,1284,15
2004,417,13
9795,969,12
9800,1233,8
8737,1463,19
811,371,24
3776,485,8
951,271,20
2168,381,13
3832,687,13
174,177,9
15867,1074,16
1195,407,18
5589,400,9
9399,1222,15
2696,722,16
1790,877,10
799,294,13
4071,1018,14
3537,549,21
658,224,12
381,183,12
1698,505,20
11180,508,8
16802,1652,19
2368,598,17
733,301,13
5578,816,14
4180,771,12
1558,513,21
3156,873,13
529,306,15
6424,803,16
434,335,11
12637,936,19
338,210,13
4729,899,18
2650,488,17
1179,349,14
2574,503,15
3611,372,9
3858,598,9
13516,1443,13
259,147,10
5874,951,10
13099,1027,12
3184,549,20
687,379,9
2128,604,13
3409,856,14
124,62,6
1534,331,17
900,308,18
1473,494,13
1452,366,16
7510,860,14
221,182,12
190,128,10
4966,750,16
704,352,23
6729,1219,11
278,217,15
1597,557,9
3137,615,16
9130,1487,15
618,119,13
2572,766,18
621,312,24
2046,244,14
6215,923,19
281,199,16
5531,178,7
10957,1333,13
553,239,15
3775,699,14
325,167,14
2444,638,10
2942,521,11
73,29,2
1591,303,12
13712,861,11
770,285,6
1975,595,15
436,213,6
2034,697,7
9071,1066,17
194,165,16
646,276,8
159,96,9
10080,1878,9
204,106,5
13110,1487,10
3190,844,13
4179,939,15
487,265,9
464,235,12
1178,643,11
16038,1953,19
7109,1036,15
3363,687,10
1786,590,14
422,253,12
3853,576,9
10978,1366,21
1644,351,11
68,53,9
592,303,8
479,281,19
15066,1119,15
171,172,10
4217,823,11
5056,716,12
1379,253,18
2621,748,12
207,189,11
6949,714,8
242,168,19
196,156,6
7415,1377,13
4997,993,10
368,284,5
8559,1821,13
9298,691,11
942,169,11
13834,1100,10
12005,1460,18
1747,566,14
3050,622,12
22126,1077,13
2631,839,11
1721,420,17
2207,402,11
3976,634,4
9835,773,10
1805,57,6
790,274,14
5249,968,10
1670,516,11
400,225,15
1647,315,9
4009,632,9
7670,1002,7
15108,1715,12
854,252,12
740,345,12
384,262,10
540,217,16
7606,559,11
1693,49,4
764,256,8
17733,1808,10
2755,271,6
1621,285,5
1807,507,21
1861,555,17
11415,1173,14
284,276,31
283,259,13
3058,567,13
140,118,5
5121,820,7
491,222,9
7518,1117,20
469,181,9
385,192,18
17584,1889,15
7627,842,12
9409,960,8
10245,1698,15
3032,496,12
2972,421,16
1670,421,11
10700,668,15
1200,434,9
2805,374,15
2186,611,13
561,306,13
1436,530,12
308,222,14
6168,957,16
14265,1772,9
1001,405,10
407,249,20
2328,321,9
366,353,8
3344,471,15
1612,603,8
307,200,18
10447,1129,17
9891,831,9
6857,869,20
13845,834,10
12393,1199,15
1001,322,8
1909,370,19
1887,600,16
15292,1606,23
546,231,10
384,231,15
11301,218,5
1648,345,4
887,263,14
897,165,14
407,248,8
872,184,10
12924,1188,13
9541,814,6
756,451,14
1829,546,10
18624,1194,13
11208,1211,12
2873,671,19
1316,384,7
696,299,14
11712,1884,13
656,366,12
1063,399,10
172,102,12
1723,468,13
10431,1011,12
3049,864,15
6790,982,15
4507,751,12
7626,1487,11
1976,597,12
3672,613,17
488,288,16
6300,808,12
8479,651,13
1984,312,12
446,215,11
12234,926,11
3455,836,8
1516,520,9
174,134,5
820,211,9
4489,780,6
926,449,19
654,322,12
1442,391,10
7729,1194,8
6178,1119,20
13914,1214,14
2093,436,12
9998,971,21
4947,704,13
103,56,10
680,421,13
6498,1150,8
9237,1080,15
286,235,17
7188,1201,17
284,166,9
4866,885,9
8138,1400,20
13890,1072,10
691,281,19
978,383,20
635,295,12
12312,1352,11
484,205,8
2536,694,14
10478,929,12
4185,879,19
12508,2530,6
15739,1651,11
618,293,11
1188,508,10
608,259,20
845,376,11
8533,1279,12
1028,488,14
4257,868,10
12700,1134,19
1246,294,9
10661,911,14
1661,461,16
928,206,13
488,220,13
620,231,12
228,141,6
7803,878,16
1525,448,6
1403,449,11
939,409,11
1415,401,19
14775,1598,13
1221,475,26
141,98,11
2903,620,13
2605,240,10
1046,350,12
439,268,20
530,274,8
8113,573,16
1811,626,11
11000,1033,10
1759,514,10
9483,849,10
17979,1701,15
352,221,14
309,203,21
11133,1269,11
5378,116,8
9982,933,15
948,347,11
385,156,6
10612,1364,13
14452,666,12
426,235,13
451,278,12
30,22,6
1394,458,10
318,238,12
853,488,17
1245,305,9
2418,356,13
17151,1294,14
823,391,14
2744,677,6
2157,530,20
2085,663,8
321,230,9
1511,483,11
501,242,4
238,122,13
205,139,11
592,212,13
874,313,14
471,198,14
7350,960,10
1549,136,7
1386,454,18
5246,764,11
495,302,8
301,169,13
11989,1020,11
11451,791,10
1366,341,13
6792,509,13
15321,1410,13
3371,843,8
6389,844,19
24,5,3
2234,820,13
3371,787,11
129,73,10
130,106,18
3516,712,11
9673,1557,15
186,133,18
6788,900,6
511,304,14
1002,376,8
7459,646,21
126,87,16
1050,431,14
1022,427,13
345,165,10
346,245,9
6415,456,10
11539,689,11
8402,978,21
4241,795,14
305,187,15
4923,1129,17
1864,358,15
1453,593,13
578,266,13
864,325,18
901,413,13
6901,1236,15
6563,1162,15
4977,1041,8
4765,1055,9
339,41,7
225,120,12
13009,1287,14
322,179,7
331,312,10
6880,602,11
1979,252,6
4591,799,17
11040,769,13
5387,100,6
4332,486,10
1028,423,10
446,224,18
2156,668,7
5076,658,9
4029,514,10
9410,997,20
2829,580,13
6682,1280,14
1536,491,12
2091,715,10
4536,715,14
6466,787,20
5539,1007,12
10637,1315,12
384,236,10
475,178,17
1771,310,14
4344,737,22
343,204,12
7604,1388,9
1812,688,14
460,368,12
6880,958,12
616,281,7
4549,381,10
9785,1171,18
214,188,13
1013,406,16
8006,939,15
1827,544,24
241,171,12
1469,425,9
405,287,15
396,302,13
311,229,12
922,233,18
5292,651,10
7475,1393,10
12625,1313,19
14363,766,12
13879,1884,12
1837,451,9
16693,1451,9
2482,632,10
4830,1218,9
3881,675,14
556,401,11
4420,945,11
7901,1270,12
4075,633,13
257,218,15
3938,584,9
3163,588,10
160,96,8
3008,472,10
415,198,18
702,204,7
642,358,15
774,416,15
5483,987,10
1782,376,10
12694,901,14
1799,457,9
366,280,11
812,460,17
183,121,7
2848,523,10
11257,1343,10
6756,912,10
6079,858,12
12382,829,15
4641,762,8
13537,1269,18
7962,854,13
2533,480,16
338,104,4
771,410,11
22804,1927,15
4270,497,16
8205,843,9
620,277,18
11642,843,14
668,253,14
291,245,16
6219,625,19
371,220,18
6750,441,6
494,207,15
3558,283,6
274,185,14
1041,454,12
269,258,13
467,290,16
15703,1206,13
17512,1503,15
169,99,10
10787,1316,9
1730,572,11
2508,360,15
3565,592,12
7569,967,9
3261,764,4
1492,500,13
8259,1207,14
269,187,14
8629,1021,13
9477,1360,16
11241,784,11
209,100,11
465,250,9
4980,849,15
1933,510,17
1835,468,17
1456,405,16
1869,228,13
11208,720,12
854,441,17
2218,664,16
14658,1283,18
15271,963,11
6149,1794,14
2105,623,4
604,342,16
737,330,15
242,154,16
2088,502,15
14925,1199,16
5300,874,9
9137,1392,15
4837,729,26
12166,1253,19
1114,258,17
886,371,18
9966,1207,17
7569,1154,24
18062,2084,14
14329,1571,11
5600,740,11
2040,472,5
11828,1392,13
11741,1413,13
866,496,3
145,99,12
1324,240,8
14978,1757,10
14907,1399,13
557,364,11
600,314,16
12766,1166,15
2678,632,18
5096,844,13
1901,623,19
391,149,10
3936,537,5
8393,1379,11
1223,247,11
1176,205,12
6824,1152,12
1822,479,13
845,325,15
1073,413,15
5510,1045,18
261,190,14
5888,823,9
514,273,10
460,213,8
797,323,18
3434,666,13
9035,760,13
4555,703,9
11369,1054,9
367,223,8
10685,1304,12
6449,841,13
130,121,10
296,196,13
3814,1032,13
6736,1076,12
1026,340,13
1265,502,13
211,178,13
21017,2286,7
11167,1100,19
3458,507,11
8605,226,4
2355,420,6
452,228,16
3217,595,15
236,123,13
476,258,15
7983,1160,15
7131,993,9
827,227,16
360,178,7
13048,1741,10
672,318,14
429,202,11
223,192,15
824,224,16
4414,790,7
489,237,15
12790,1943,10
11950,323,10
1340,393,7
849,440,23
711,268,13
737,362,13
11147,1199,21
1720,576,8
3549,535,10
2235,573,11
8849,809,14
585,364,15
908,201,10
1806,638,22
1524,608,11
2288,634,15
678,296,8
1033,256,18
773,96,7
298,28,4
5238,713,15
12584,1032,15
334,248,14
3755,918,16
1186,397,14
1808,512,14
10855,1091,12
597,370,20
5076,882,7
2081,453,13
2016,603,14
355,264,8
431,195,15
5347,865,14
18200,1122,9
1193,253,11
511,296,14
3432,457,8
683,143,10
1064,405,12
12230,1188,21
15890,970,13
13420,812,15
3271,623,11
4527,862,17
8512,938,8
226,215,10
1281,260,10
4388,703,13
374,251,9
4586,493,4
5556,541,14
3392,239,9
1575,211,9
457,286,10
9616,1023,16
8144,704,12
424,269,11
160,106,10
1043,321,10
262,212,11
879,294,24
6304,491,9
9145,967,24
3841,578,10
661,372,10
1379,425,12
228,155,14
172,104,9
2788,387,8
6993,1043,10
642,210,11
347,252,13
3770,920,13
699,355,10
4296,857,10
1687,533,18
8781,804,12
228,161,12
11924,1347,15
9518,1315,4
2950,515,10
8280,822,17
740,271,19
9901,1096,13
6673,748,13
4602,830,10
4946,682,8
9821,1470,11
798,202,9
703,385,11
4936,1373,15
2328,236,13
324,179,18
466,312,17
4090,662,10
1414,584,6
2862,872,17
4711,621,11
3636,754,9
5254,813,14
1511,511,19
9122,624,9
7792,1001,21
226,143,7
527,205,17
10755,1315,8
94,76,10
7731,906,18
23060,1280,10
211,149,12
1118,325,8
1351,240,12
2699,674,17
2065,625,11
10517,1092,8
8462,1084,18
7904,1085,11
4000,706,6
704,200,19
2114,405,6
10436,1200,19
5810,936,23
17469,1007,10
1176,452,10
2282,691,12
318,234,13
5546,1287,16
1312,392,13
1280,409,21
5378,1080,12
2578,375,15
9907,1373,9
8711,774,15
1258,355,12
297,210,12
714,347,16
1027,360,19
2935,318,11
5889,990,9
15774,2452,10
2279,470,16
533,353,8
2120,532,13
6977,913,13
2822,627,9
479,283,9
1341,465,20
3746,767,13
3010,610,11
7282,1113,10
533,321,11
1792,192,10
612,321,12
5917,911,11
5565,287,9
1057,356,11
8174,905,14
16771,1401,16
1063,308,10
3185,557,20
749,214,7
1066,269,13
1158,435,12
12172,1346,8
593,275,9
296,146,10
1725,466,16
146,118,18
9313,31,3
4094,827,21
1503,425,12
3382,732,14
9240,857,12
2065,449,17
570,273,9
220,148,8
10079,965,12
301,240,13
947,358,8
791,518,8
11519,2340,11
10810,765,18
793,274,12
339,245,17
1008,277,18
1781,564,14
3336,992,16
250,170,9
982,216,10
11677,1023,12
8518,1019,11
1757,615,9
188,156,11
3404,267,9
14833,1475,9
1099,299,13
4370,828,13
1580,294,19
379,261,11
2182,709,7
682,119,7
1496,441,11
20400,1355,11
12354,1587,14
318,170,17
8227,721,9
10483,1164,14
505,249,8
2640,597,11
414,233,18
2000,442,8
762,344,19
4069,621,10
12067,1429,19
4273,622,12
7223,826,14
124,104,15
2874,586,12
5334,760,13
3265,445,12
855,276,10
14012,1594,17
9216,1101,8
861,334,17
566,416,9
3515,516,10
249,172,14
1457,353,16
10179,1353,15
11624,1491,19
5037,754,21
4482,607,12
9890,706,10
5211,971,15
778,292,20
17765,2384,12
5478,1031,8
13500,1664,14
6313,1100,20
1526,196,12
3459,634,13
5892,836,16
3878,583,16
6837,860,11
13482,1940,17
12518,1396,10
907,453,13
483,231,18
801,347,12
3409,646,5
661,361,14
7334,1085,11
291,260,17
427,315,11
4767,1953,12
8205,839,14
870,477,16
5235,801,14
289,231,8
8446,796,16
1698,676,11
10998,131,6
5490,962,15
12665,1362,13
10846,972,12
2203,821,13
9307,326,5
311,139,10
2615,886,16
2433,428,17
2211,582,20
4961,749,4
7890,1059,8
1779,531,14
7421,1024,8
2767,541,5
601,250,14
11654,1436,14
915,376,11
7858,782,10
2634,739,14
4292,947,16
1330,437,4
703,345,14
251,162,31
1479,514,13
15405,1889,21
2028,677,12
387,50,5
7652,1245,16
4833,841,25
8512,1333,19
220,150,9
3281,555,17
319,190,14
323,265,11
212,141,17
2339,607,13
806,333,16
2043,401,19
12100,1806,7
14033,1077,12
4556,734,18
852,331,16
1250,478,15
490,487,17
7315,553,8
220,134,9
3384,584,15
5438,657,11
872,306,12
6975,1536,6
990,341,7
3365,47,4
2400,457,17
3018,650,19
2503,484,9
17095,1512,12
15138,1071,20
438,165,17
8515,1195,22
273,235,11
189,132,10
10104,705,7
2649,616,8
13228,1112,15
2467,456,16
5848,780,11
341,176,8
288,231,15
2950,577,10
741,456,16
6994,311,7
4919,912,14
5837,802,9
2988,737,11
11435,1223,15
