"Mean","SD","NBeads"
282,193,20
6773,1207,11
4527,841,11
2402,443,11
514,137,14
375,139,15
9580,1041,13
5461,988,20
4319,463,11
13380,1477,10
3000,542,16
4294,652,22
246,135,13
792,393,16
12899,1372,12
12965,1836,4
544,261,16
414,133,17
11022,1161,8
1660,614,8
2329,634,11
8065,949,19
9016,678,18
13877,1253,14
9269,690,15
3177,773,13
6810,658,10
880,364,19
925,283,10
10660,1270,16
266,188,17
371,209,19
241,179,17
241,141,21
1416,320,15
8590,436,12
222,133,8
392,277,15
415,101,9
11000,281,5
2839,686,12
11022,1228,8
11853,1441,13
427,240,5
16509,1725,13
537,229,16
4254,638,18
1184,300,19
12399,1334,16
790,261,14
3047,303,8
1650,243,14
5470,570,17
4909,470,14
16083,1679,10
10876,1585,11
7972,721,13
5977,770,13
6650,672,8
6945,770,9
10674,1218,7
420,242,18
640,265,16
4644,849,14
10148,1124,15
6328,656,15
6948,678,22
2568,478,16
4844,521,8
3937,569,16
11756,1186,21
10175,634,10
7003,871,14
261,132,14
7434,1382,14
10725,1591,7
427,206,11
1810,193,7
3048,471,14
477,258,10
4440,483,14
3662,941,14
796,276,19
382,223,14
2305,417,10
308,130,16
303,198,11
746,240,24
1794,440,14
11615,2086,3
13136,1562,18
3902,731,11
4657,694,12
4811,484,9
1058,419,19
2708,775,9
462,158,12
668,230,17
8493,1214,17
313,197,17
128,76,7
7103,972,16
862,308,18
230,186,10
184,113,7
6244,942,13
240,141,17
510,283,8
6098,667,11
281,137,15
14038,977,17
14465,1925,16
3026,420,9
1918,901,10
16840,886,6
10233,1307,15
3604,644,13
13257,1332,11
554,271,8
1005,274,11
4868,508,12
13524,1382,14
11368,1358,9
7208,725,16
260,193,12
220,142,11
209,151,11
682,263,16
7856,627,16
183,127,10
634,288,13
380,225,12
385,198,19
1259,354,11
2219,438,10
12186,1304,10
1675,228,17
6074,540,15
1858,387,17
4450,318,12
3779,579,15
276,168,10
13797,1316,11
9033,789,11
338,243,12
507,197,14
925,191,15
1896,557,17
497,270,9
3491,269,5
1930,253,10
5450,621,10
1932,379,13
11948,1775,11
453,234,7
108,61,20
2255,672,11
954,286,8
13166,920,16
11819,1094,13
12743,1248,11
765,347,18
226,101,19
8122,661,9
2585,509,15
690,242,11
19941,3105,8
11706,1001,20
378,190,8
486,283,7
4875,755,9
402,249,17
309,209,15
2957,1014,11
8147,616,15
13005,1491,11
9958,851,6
4123,725,10
314,202,24
6486,931,13
8644,946,15
13022,1056,16
8025,1043,11
232,133,12
6357,788,6
8176,969,12
11334,1060,16
908,269,13
1260,408,5
1757,422,14
517,315,13
782,402,16
391,256,11
6128,455,6
1256,421,17
5122,977,16
420,228,25
616,299,10
593,255,15
1084,445,11
507,222,11
7287,486,13
3728,998,11
4585,808,15
968,406,16
3319,446,15
9740,789,15
696,226,11
10979,1167,15
1560,553,9
841,334,17
708,303,13
714,278,12
5659,644,11
11180,1460,15
66,52,4
233,141,11
272,36,6
1480,483,12
500,401,10
5676,669,10
369,210,11
715,315,14
1829,344,17
391,139,14
476,283,14
5643,571,17
545,233,12
12215,1042,11
176,112,17
363,204,18
914,343,24
4638,460,10
3986,618,12
920,278,17
7126,974,15
5991,883,9
14541,1491,20
10286,1090,20
748,346,21
3977,854,18
7669,710,13
12670,1342,16
2461,463,21
10699,1195,10
10705,1554,17
7004,1248,13
843,252,9
1088,270,24
382,209,15
499,257,12
5025,923,13
673,218,14
11770,888,14
8746,812,16
4247,673,15
13665,867,7
3629,737,13
15552,1541,16
962,240,20
9909,1053,19
11148,1246,13
2039,402,22
4873,473,12
387,227,21
367,194,17
12139,560,14
491,187,10
999,280,12
1895,323,15
13811,1099,14
1259,384,12
608,242,21
13717,1330,15
3386,360,13
210,172,10
10375,1177,12
695,285,22
7079,579,16
3967,533,14
10597,1137,20
2150,342,23
315,213,8
459,192,12
6682,1025,19
472,214,15
4861,801,15
3005,469,9
548,260,15
6465,1024,8
4849,783,7
3517,365,16
555,164,21
500,292,14
6347,1389,12
173,96,11
3083,277,12
457,235,19
388,233,9
686,266,18
3271,583,6
1116,212,5
5374,660,13
363,105,12
4503,829,13
4511,282,7
9937,1063,11
602,275,12
10077,843,8
1471,372,11
8762,377,9
712,335,16
291,177,11
6955,856,12
7977,303,9
5305,840,14
13699,1480,11
3635,601,15
318,176,18
5944,937,11
6819,435,10
395,159,10
7134,1019,16
9952,1938,11
12398,1550,18
6761,851,12
6182,689,11
361,238,8
191,93,12
612,328,6
233,142,13
634,327,12
12681,1458,18
14544,450,4
874,225,5
178,44,4
7550,921,7
8397,1591,6
725,336,15
7403,708,10
5267,635,14
10637,625,11
8912,1285,10
10186,1093,6
493,194,15
5291,348,7
8544,1337,8
441,183,10
207,140,13
1941,534,14
2188,433,15
2936,557,11
301,101,12
414,162,11
722,267,13
554,297,6
1093,294,10
141,31,9
8792,756,12
10981,935,11
48,34,7
3277,565,9
2947,683,8
13357,1257,16
504,170,20
830,368,17
1551,427,15
3692,593,6
12090,1206,13
131,84,12
3094,538,17
489,295,11
352,202,8
1644,262,5
3567,841,11
840,279,23
359,239,22
4306,596,17
377,239,13
10184,990,13
1224,445,14
424,167,15
252,167,15
221,164,15
4179,546,20
282,160,18
8667,1371,14
5460,487,13
409,273,13
948,399,10
246,98,12
1455,622,13
1132,196,14
680,211,11
357,209,17
8840,642,8
11392,1532,11
9608,788,6
250,165,21
264,141,15
6837,1312,8
599,278,17
3822,644,7
9680,1222,21
897,532,11
14823,1518,10
6599,330,9
571,229,14
292,104,6
821,242,11
958,246,10
2592,410,13
200,138,10
6897,332,4
729,203,16
10590,1045,12
9877,977,15
2353,179,6
7135,729,14
514,256,17
341,144,15
7281,872,12
497,173,8
1792,380,14
11275,944,12
688,176,8
1622,420,9
12755,1188,21
6935,743,13
246,201,15
4621,543,17
9114,629,11
1023,268,8
408,206,21
14962,1328,16
9123,1459,13
753,306,25
2354,454,7
9164,353,9
13175,1278,12
14535,2813,10
4560,488,10
783,351,18
6355,887,20
11275,926,12
408,177,22
433,193,10
9726,1591,16
9621,1069,21
989,282,14
520,171,11
1011,240,7
1725,635,8
214,159,6
5500,340,16
256,183,9
665,254,13
7186,768,9
8138,1105,14
5839,800,12
8055,942,12
428,177,16
1409,305,10
3609,839,16
12477,1375,13
3296,480,18
3339,584,21
4755,462,8
10668,1112,12
3286,514,7
9996,1737,15
11564,1298,17
4354,630,11
11347,1753,13
715,233,8
13448,724,12
2297,563,12
12687,1407,20
9717,1539,14
1410,585,8
458,231,14
419,129,11
215,165,12
2330,537,12
4331,597,8
8696,884,15
537,221,18
382,210,17
3248,860,14
9602,905,13
272,115,21
278,109,10
4702,408,6
458,211,15
838,377,14
133,115,5
15764,741,6
2316,519,14
61,42,9
6324,966,21
519,270,22
13199,1366,12
203,158,14
5135,648,14
6689,792,13
371,183,13
7318,1124,12
7039,844,9
6140,947,15
463,226,12
1337,393,9
949,123,12
2433,456,21
1055,283,17
10050,1101,15
1913,493,14
3552,630,9
591,108,3
1365,365,14
13585,1550,16
1350,404,21
14194,214,5
14063,1206,15
1195,353,10
534,285,7
1974,630,11
1066,369,21
206,137,10
17512,1828,10
4061,342,15
15745,1621,22
1958,393,18
883,422,12
407,226,14
1256,268,3
12102,734,18
1466,422,11
9916,608,12
7396,472,13
6802,811,14
307,226,22
2194,376,11
6256,753,8
2932,682,16
11749,1284,10
1690,430,27
1701,431,13
399,259,11
13717,1801,7
7182,2080,7
621,221,17
322,250,5
356,193,18
5891,833,18
8052,1040,15
939,338,19
2379,738,18
1479,427,20
549,276,19
7425,685,12
4584,824,8
10996,1590,10
6309,963,12
243,181,18
11555,795,5
4381,805,9
5790,826,12
1008,409,17
232,154,12
4266,608,11
272,177,14
1369,390,10
1784,587,10
805,342,16
1582,300,19
1154,261,18
333,71,8
376,139,11
316,74,5
353,161,14
11306,1726,7
1220,331,15
14341,1613,11
360,226,7
14809,1213,16
8709,573,10
12493,1658,18
8805,999,13
1259,423,5
2263,500,15
17253,1356,14
609,333,15
5771,970,10
1896,439,5
476,218,12
1104,427,16
557,125,9
10725,1292,12
537,207,10
1597,294,12
6768,555,10
9910,1331,15
8961,865,10
8159,770,13
10082,1014,7
14762,2388,13
735,354,16
387,185,15
175,104,9
136,87,13
10414,1126,22
15407,727,6
14754,1021,13
13935,1601,10
272,151,11
5858,820,13
13436,848,19
6490,1069,19
13197,947,7
10586,964,15
2604,275,11
1407,443,11
8800,1133,21
8939,527,11
633,310,16
4914,793,15
231,95,15
673,192,6
11648,835,13
2274,467,7
165,125,16
16056,1450,16
591,85,4
8330,982,6
14436,1790,14
4886,574,10
435,313,17
4261,736,21
932,385,16
3636,521,20
837,319,17
214,132,17
1940,335,12
4079,990,26
619,263,11
10021,1160,26
214,153,12
1164,529,7
421,253,10
582,295,7
9644,988,11
226,160,10
531,243,13
357,177,15
758,198,9
380,204,17
222,104,9
437,164,12
1299,369,18
4030,649,13
10959,1404,16
7110,851,16
2311,478,13
390,195,13
11698,697,13
2124,262,3
11420,1244,24
8429,756,16
6121,569,6
11004,1358,23
328,219,15
8409,1143,14
312,120,17
12069,1247,13
4805,95,12
298,169,14
237,155,11
5190,728,20
5542,704,13
6648,951,16
4280,398,7
7269,736,20
12787,2689,9
660,335,21
582,376,12
1888,170,8
2115,345,19
790,384,16
8019,1306,9
9515,1261,10
8354,861,17
281,150,14
10488,734,12
4559,732,11
6561,812,13
2154,698,16
9804,483,18
9039,1243,12
11864,1039,15
1142,287,23
4046,902,15
466,167,15
5782,752,16
687,321,16
7021,773,12
3539,680,13
9447,1423,15
2252,477,9
5950,215,6
277,178,20
826,310,14
367,186,11
15080,1547,12
1791,532,20
5346,903,13
12807,1377,12
641,291,12
363,215,16
1131,337,18
7547,1013,15
363,158,18
630,222,4
10464,1026,14
6277,1183,21
358,217,13
1403,229,14
1019,371,20
11632,1645,9
16488,931,10
2680,510,17
852,180,4
3754,644,12
7675,1134,14
13779,924,10
5709,931,17
9819,1068,26
1849,486,18
1191,462,14
1228,433,13
8672,988,10
224,151,15
8765,1332,15
2733,677,19
213,159,12
2315,370,11
8383,869,8
858,304,19
4500,694,11
1551,417,11
13708,1784,19
246,157,12
12346,854,11
10203,894,9
6977,1357,9
12253,1620,10
199,182,10
10564,1094,13
3047,551,12
206,173,17
9866,693,13
191,145,20
254,138,17
4282,493,16
6408,752,10
5507,1484,5
205,148,11
4644,873,7
224,159,10
551,274,13
535,165,7
376,195,13
506,79,5
10836,918,11
215,151,20
1089,460,15
4055,754,21
2504,429,8
271,240,17
4004,666,11
11270,1328,12
13828,1033,14
4783,628,11
7173,917,20
9387,632,9
319,256,11
904,258,17
9843,935,15
1847,426,10
8038,845,12
2343,594,16
258,72,5
1331,224,7
14307,1075,9
5832,1081,10
222,158,10
385,214,16
6653,565,14
352,179,8
223,69,8
7352,772,17
420,316,16
2591,372,15
2443,68,4
11487,1319,20
10611,893,9
8510,799,17
13885,1596,8
1551,433,11
12202,1590,10
2357,532,13
1703,225,21
136,113,12
1026,372,15
3104,305,13
274,191,15
6426,925,11
1696,270,6
11737,2243,8
9692,1048,11
503,315,12
628,298,21
1631,310,10
6013,668,9
11944,1096,10
11413,659,9
210,153,6
1040,304,22
924,304,12
213,189,10
509,256,12
292,136,13
8227,1191,9
4285,410,15
467,236,15
1042,403,11
8063,954,14
11156,1924,10
1373,360,14
146,106,14
4821,889,11
8731,1013,12
8580,913,20
504,193,16
1002,193,6
525,266,10
984,400,11
271,221,10
319,259,13
16436,1979,14
260,125,16
1504,386,14
186,120,16
347,138,11
4927,725,16
12479,1558,15
7423,696,15
813,329,9
2230,447,15
7237,1226,11
601,261,9
8052,1410,8
5195,573,12
4856,879,16
736,360,22
7014,738,10
12632,1694,13
606,270,8
424,185,14
546,272,10
2559,373,8
9295,1224,12
2005,731,11
11714,1067,21
3917,726,18
14762,782,16
950,238,16
13280,1555,16
5707,641,10
7561,969,10
1287,384,8
281,202,9
6285,659,13
9711,1476,11
358,224,13
4809,447,12
1946,125,10
14995,1855,6
603,183,9
4132,456,7
12178,1697,23
3197,668,10
1901,404,17
10881,1143,11
2298,420,16
14760,1160,16
426,220,22
413,187,20
1497,339,14
1102,340,16
5766,1016,16
1305,196,11
809,265,16
5665,1146,15
12013,1317,15
1023,421,19
866,279,13
3377,472,12
2593,671,14
1583,132,13
342,132,16
2285,498,17
6521,958,7
1569,389,13
4164,927,19
3426,224,7
14153,733,9
6760,963,10
720,324,10
1304,389,15
2806,592,16
2632,463,19
255,148,10
1338,393,16
4714,1134,11
3748,796,19
475,271,17
6234,767,16
287,175,15
4955,530,14
6154,701,15
10809,1515,14
2197,389,13
1413,350,12
7929,1013,17
5134,749,14
1261,462,17
12242,778,13
1959,267,14
791,375,12
8548,1288,14
276,139,14
2633,321,12
1312,297,21
3453,668,16
2675,349,8
11131,1366,16
137,118,13
6521,665,6
11333,1106,7
7047,710,12
11536,1403,24
3848,879,18
2437,523,14
1098,450,16
396,239,18
7244,701,14
5323,794,20
1819,295,9
574,247,18
401,201,12
14951,2025,14
298,190,17
1434,384,16
518,351,14
5421,786,13
5979,936,14
4286,710,13
797,380,11
13916,1629,10
1447,201,8
7835,773,7
1248,380,16
577,259,14
5882,901,13
236,158,11
4743,759,16
14912,1785,16
4790,993,22
3248,511,15
15628,1921,9
1977,496,17
579,41,6
530,160,8
11305,1110,16
571,292,12
8315,740,7
1504,416,20
506,204,16
3970,597,13
200,104,11
992,284,8
9020,535,8
4137,580,20
5043,844,8
1047,365,11
213,138,18
4572,413,14
170,141,9
6261,299,3
18414,1705,11
13460,1329,17
12730,1091,12
9546,1134,12
9064,731,12
1111,419,13
8311,1042,9
3645,589,17
548,216,17
1524,335,20
7126,1056,13
594,220,10
751,239,14
5340,794,23
8654,865,18
5665,789,23
11300,1079,16
6007,565,9
7282,1110,17
849,314,20
4434,398,17
13369,1567,8
1764,424,17
11395,1603,17
603,277,11
11765,1318,15
11566,1491,23
6108,954,17
11330,1131,17
3502,448,13
4519,762,14
14253,736,15
6840,1016,15
9587,1370,21
10638,714,18
3261,777,15
1805,350,18
13339,1198,16
5579,918,14
3529,656,20
4190,880,12
1210,315,13
2179,488,10
8292,731,9
9270,1191,16
631,379,10
528,167,12
486,192,12
8632,867,14
10430,1014,12
460,238,15
10315,1014,9
10322,1325,15
715,334,12
5842,593,13
7747,664,7
398,201,16
609,147,3
1554,286,13
9992,1030,10
2468,500,20
733,337,18
401,197,8
1613,565,10
15541,869,6
11248,1263,18
3259,551,7
938,323,7
4787,853,8
1497,405,19
11784,1153,18
7182,722,14
9212,842,11
12164,1409,15
398,221,14
3729,640,16
11789,1139,16
11263,1190,15
6089,970,13
444,214,13
1294,266,10
13312,1567,13
232,170,10
10931,1408,13
4107,366,10
11083,1186,8
3217,917,10
4669,822,11
437,278,17
5244,671,23
2267,865,15
361,233,18
12864,933,13
569,264,9
4187,581,11
1324,505,13
14469,1233,14
8604,1429,14
12992,875,7
11320,1020,17
434,303,12
15437,1193,12
9832,919,14
1214,292,16
3100,413,17
354,195,11
4884,612,9
7045,853,16
2504,288,10
9187,298,7
1364,231,15
715,292,13
4883,933,14
246,166,15
4599,708,15
10750,705,11
596,216,11
172,119,14
799,268,15
12770,1153,5
283,174,12
9223,866,13
709,392,11
428,243,12
3930,672,22
4524,592,14
612,341,19
389,224,18
287,91,3
262,157,20
15088,1629,15
2091,562,9
14396,1741,11
1831,413,9
4319,721,13
297,213,23
9093,1223,8
1012,321,12
3617,660,15
154,114,12
11156,2034,9
8066,1097,7
1306,350,10
278,133,22
10507,1852,9
14653,1469,11
3539,216,6
12312,1766,16
215,150,12
9237,1002,9
2931,367,16
410,184,15
8637,705,16
664,315,9
2661,357,10
504,174,15
4096,995,14
4871,1177,12
498,182,4
8017,2085,9
11301,1066,10
856,248,23
372,351,18
1625,390,17
10254,1002,14
302,259,19
7224,1008,15
9598,1318,14
1541,428,9
5979,657,22
938,253,16
563,209,9
1453,344,11
6649,1001,10
289,180,9
3826,719,20
4444,514,6
1482,438,13
4722,948,11
11537,1402,19
2012,245,5
258,172,14
247,228,7
621,285,12
616,243,41
9371,1072,10
8025,1145,17
4182,2186,6
257,90,12
8620,1157,11
1375,260,18
6135,1268,8
252,170,14
8502,998,10
598,220,15
7548,1823,11
5321,563,8
547,283,16
967,447,16
7058,520,16
579,201,16
5718,1101,9
464,169,13
187,167,13
424,206,17
3101,503,13
6610,819,14
2581,527,17
1482,444,12
792,376,12
6324,732,15
3286,961,11
4826,254,8
2473,864,10
6402,986,10
557,322,12
2555,616,13
5574,875,16
1025,349,18
835,262,14
10135,1171,20
9634,980,12
479,345,7
1121,365,17
702,298,17
7208,676,15
4504,852,7
712,219,13
232,178,23
3615,727,9
444,170,5
299,200,19
7678,573,11
12073,1388,12
744,317,6
2851,525,11
1300,322,9
529,185,9
13414,1669,15
965,296,13
1752,539,15
658,394,12
1580,358,20
8632,1135,13
11438,1128,16
7334,875,18
9250,1008,11
13217,1620,16
669,376,9
4048,664,23
4764,602,13
12705,1314,12
12455,263,5
4099,880,17
786,43,6
753,215,9
1397,339,11
10000,1436,11
3192,842,10
182,163,19
14418,1767,13
227,140,19
5596,869,9
1840,448,11
16535,1502,17
1705,90,5
163,140,12
6511,510,13
3278,724,17
1281,340,15
436,214,18
741,296,12
9696,1147,23
12518,1303,23
451,275,13
11013,1251,14
7180,734,7
16469,725,6
7515,1661,12
15967,1000,12
358,141,13
402,329,3
7170,856,16
1053,289,11
579,277,15
487,217,15
636,207,12
6505,801,17
156,116,8
761,291,10
8290,926,10
309,148,12
9701,1085,11
1477,304,8
1111,294,11
13755,2141,16
379,219,14
10135,1254,20
7357,1733,9
201,90,13
415,137,9
693,348,13
3000,707,17
15755,2244,18
415,200,17
4419,728,16
409,251,16
11123,875,14
7019,436,6
4377,645,13
2987,413,13
13954,2265,12
595,401,10
2548,440,10
16282,2006,13
13122,1894,14
1501,315,17
1720,480,19
14068,1284,12
748,220,9
2267,419,11
15808,1473,16
515,224,17
13451,1032,15
456,218,12
12350,1090,9
2154,377,19
2591,557,15
1649,269,7
121,96,14
471,248,18
1939,393,12
12197,1507,9
204,137,12
4219,701,40
2695,398,11
4157,450,12
1644,392,15
10761,1065,9
5820,669,19
6549,514,9
6194,771,13
12359,1183,7
11726,1151,14
13438,761,20
8844,556,11
218,146,10
6155,969,13
731,298,12
6698,740,8
8934,735,9
3376,478,14
7417,721,18
13169,758,10
0,455,27
3999,816,13
608,258,13
10435,1099,16
127,95,19
670,453,8
13894,1309,15
207,151,9
5546,1061,21
10459,1648,16
6441,1122,11
9878,398,11
687,192,17
11104,1056,19
8825,670,13
126,52,10
464,210,17
11212,1566,15
12933,1045,23
10795,718,18
5885,695,7
874,311,11
8710,913,15
13702,3142,13
5840,658,14
804,131,8
411,261,11
1053,174,14
571,282,17
9927,641,5
3608,663,16
719,273,15
1522,427,10
144,80,6
510,283,18
9397,660,11
3985,613,14
2620,385,10
6027,1210,11
12396,560,13
2968,543,20
204,138,11
1132,196,16
680,360,18
999,317,14
2776,600,8
538,394,9
14637,1731,16
438,188,12
4747,730,15
1383,221,14
14808,1131,20
12783,541,11
351,200,13
3370,364,25
6413,926,30
6791,1047,20
125,126,8
1431,458,16
1533,500,19
282,220,12
1358,192,11
11667,835,9
1991,350,10
4299,400,11
16931,1767,8
308,144,13
717,284,13
2645,603,8
7811,720,20
7077,671,21
10959,1458,11
176,115,10
711,286,14
8806,100,7
216,175,13
1506,546,19
334,112,8
1215,499,12
10385,1025,15
551,302,21
834,341,14
8790,1354,18
3544,608,11
383,189,14
2898,535,10
7158,838,15
384,186,10
11370,1250,9
15193,1364,9
661,351,18
1062,121,6
342,260,10
2696,396,4
12826,983,13
8899,815,11
10454,1337,14
10535,973,15
1332,415,15
6945,707,17
5741,1739,10
3468,460,10
368,198,11
4606,689,14
12190,911,13
755,232,25
1520,156,6
569,213,8
2890,320,12
11932,987,12
168,160,12
11178,954,17
788,278,14
12882,875,7
803,327,16
240,139,14
747,337,19
851,264,21
1949,734,14
14430,1267,25
580,208,12
13958,919,12
884,399,12
5136,1038,7
1039,462,17
434,185,18
9128,929,18
208,114,10
329,103,9
11549,1210,21
1004,324,12
11225,1073,9
7143,841,14
17254,1992,18
11492,1764,13
1835,513,8
12629,933,10
1563,427,17
18211,1627,15
283,203,10
7549,1271,8
790,307,17
198,199,13
5429,961,14
7631,774,10
680,228,16
1099,334,27
11514,1306,16
14457,1404,17
5872,819,17
14050,1275,10
9049,897,13
1047,489,8
246,157,11
12743,1815,13
1876,351,10
344,108,9
810,265,20
11683,1426,18
440,204,12
8845,974,10
372,264,24
592,88,7
1462,406,18
8731,993,13
5665,937,16
8878,1339,14
1942,523,10
4980,661,16
6747,1001,18
1948,446,14
421,177,9
12403,1094,19
15102,1438,12
936,357,20
1591,191,11
165,145,11
317,229,16
4217,1041,17
11193,863,9
531,238,17
888,361,15
12353,2035,16
480,168,9
8419,1002,9
1037,284,17
663,331,8
408,297,22
1206,509,8
711,277,18
1140,197,12
10712,982,7
225,164,11
306,240,14
1972,657,15
3637,428,13
13386,1396,13
461,175,19
1178,423,20
15290,1834,17
236,135,13
12862,1265,18
7739,676,13
9541,1077,14
284,214,11
2585,487,6
7882,750,23
208,222,11
2956,539,17
3460,597,11
580,222,11
733,158,13
1681,337,23
612,247,12
7017,854,12
50,36,7
2070,391,13
6579,1080,19
1088,282,21
210,148,11
3340,402,18
6145,1108,11
130,106,16
6897,363,11
5096,1099,8
8501,719,14
203,142,13
656,291,11
516,276,14
13393,1127,12
494,309,18
15092,1511,16
10646,616,9
840,356,15
1099,347,23
1774,579,20
11197,1701,16
13643,1181,18
8282,1047,17
13823,1171,14
192,139,13
9484,1380,8
481,234,15
332,182,18
13471,1569,12
2489,540,8
3196,214,14
220,195,11
3729,767,10
823,244,14
10524,1358,11
11405,1811,11
219,156,16
230,178,9
7760,704,12
4812,609,9
370,213,17
2730,480,9
322,118,9
314,201,8
8317,995,18
6084,584,13
583,272,21
6010,915,8
11308,1163,9
323,161,12
1597,431,18
213,166,11
3431,653,14
3585,1013,11
972,189,17
4804,637,8
5260,812,26
16640,1685,17
8985,205,6
482,195,12
835,314,9
11296,1525,10
290,199,15
4855,689,8
302,116,13
4124,749,14
9603,789,11
12692,1194,22
1139,733,5
681,215,13
687,199,16
803,165,6
735,229,18
9441,660,8
1642,322,16
1236,288,7
1442,275,16
3645,896,2
4013,900,16
7400,1085,18
327,151,18
332,265,16
11960,1602,11
12160,1529,15
276,155,11
5242,772,27
245,186,14
8913,1259,16
15884,1373,20
8821,1435,14
11316,1034,15
2004,635,13
20069,2747,18
1130,248,10
9704,1003,17
277,233,11
804,230,13
14186,1085,7
3665,428,5
1268,326,12
213,175,17
15012,2158,16
405,230,14
8391,723,12
591,45,10
9148,897,14
292,133,21
489,239,12
695,287,14
5131,660,16
694,303,18
1149,277,15
199,47,7
673,216,8
389,108,12
320,203,15
18806,1628,14
3131,396,10
221,191,8
6999,824,18
2872,681,19
161,135,12
1057,191,4
2554,600,9
128,100,14
488,245,9
630,285,20
2556,525,13
13385,1466,17
3136,718,11
1128,314,10
12554,1065,12
7104,845,12
4883,725,20
510,289,13
345,199,12
9028,1100,14
959,385,17
9003,1086,17
4431,618,8
5432,487,12
2263,458,10
750,388,15
6957,794,11
131,63,7
952,231,11
8963,837,7
121,92,12
11013,990,19
4194,462,12
4882,785,19
3264,509,16
12499,1829,10
211,115,10
644,309,17
912,276,12
9037,1312,13
7748,610,9
4059,728,14
430,198,17
14769,1644,19
208,93,10
7323,647,17
8839,875,22
162,67,7
6777,1270,8
867,346,15
6890,898,8
13152,69,4
843,419,12
1294,255,10
10621,1592,18
662,291,16
1890,401,16
566,263,14
11997,1205,10
3532,835,19
12534,1608,15
4592,426,9
16156,1606,19
17387,1911,14
2784,312,15
4161,672,12
14771,1228,20
14220,964,7
632,320,13
498,122,18
2034,617,20
12639,1650,13
12178,776,11
13238,1566,18
1229,377,11
727,329,15
577,351,16
901,333,9
1935,418,15
2954,443,15
8009,1202,11
11899,1809,12
1154,391,15
1428,392,11
421,228,16
7457,877,21
10095,1021,22
9565,1059,13
2947,417,9
6725,1027,13
9608,1323,19
7816,1093,12
453,200,16
12422,1501,11
969,108,10
956,317,6
274,125,4
1543,447,16
6360,777,8
11182,833,14
1371,318,11
7906,1137,22
1306,260,9
1647,352,11
1367,372,13
5251,90,4
10847,668,13
334,235,13
2326,386,10
8311,866,9
11750,1230,13
499,247,17
5797,1848,14
2518,625,13
553,269,9
1419,489,29
261,153,13
298,111,8
7396,581,6
264,177,13
1003,378,15
1144,416,12
1238,324,10
355,172,9
5595,615,17
825,321,8
12265,1700,15
8855,827,9
5076,776,6
8167,1100,13
6206,1010,6
211,78,11
1420,418,19
2364,515,12
1020,328,20
16411,1604,15
13944,1367,18
1563,389,7
171,122,13
192,129,20
5452,608,12
2136,573,13
689,168,9
10550,1959,7
725,230,13
7479,804,16
527,309,17
758,254,16
5287,1110,16
6451,911,8
2067,430,18
1614,304,13
167,152,10
348,176,14
10849,917,10
429,227,13
9826,942,16
5858,858,12
10007,675,20
9108,837,11
881,188,13
787,326,17
13936,1577,11
1018,389,13
332,234,21
10127,1803,16
5199,1300,12
7345,764,12
446,260,14
9128,1062,10
1277,240,4
11040,1001,8
9364,552,9
5525,626,11
960,370,19
10734,1107,13
243,185,15
563,285,16
904,382,9
237,211,16
332,173,13
351,200,18
6304,441,4
14320,1159,11
568,253,10
323,175,21
2509,382,16
8556,791,10
8948,1211,10
374,127,9
6111,657,10
6414,555,9
624,313,11
422,215,9
3393,698,17
1641,390,17
11744,1208,9
427,131,7
279,181,14
2056,334,11
3019,510,14
12214,1659,10
5452,647,21
9793,913,21
656,287,19
10333,883,10
4290,647,23
3129,602,19
7968,980,20
5179,409,10
13886,1936,21
456,297,19
736,270,11
8246,739,14
788,296,10
9201,1369,20
7720,1328,10
274,173,16
4137,283,6
422,171,14
5369,589,14
13727,1463,12
8910,979,16
1466,156,13
1493,472,13
4583,875,14
4705,880,16
13937,1026,12
6108,940,19
12678,832,10
214,125,13
965,397,19
4665,944,12
427,243,12
287,172,11
293,120,14
1970,450,12
509,236,15
238,168,17
3005,473,13
484,164,11
440,165,11
7819,907,10
8892,802,15
7591,781,19
379,181,18
1642,285,18
224,126,14
5003,586,9
3228,832,5
760,391,10
6558,917,22
8975,1349,20
5312,473,15
4137,632,10
8004,848,12
8912,1133,11
1941,325,7
698,258,10
227,206,18
7790,819,12
3520,714,7
966,348,16
12968,991,10
876,366,14
4812,823,5
6321,510,14
12163,1562,17
10004,1272,20
4738,459,13
6464,790,13
9018,1075,17
7929,804,10
407,102,6
8801,1011,5
387,205,12
3801,655,10
2588,612,7
394,248,13
12050,1376,11
340,141,11
692,306,17
2750,437,13
1500,157,6
1297,385,17
2709,769,5
10885,891,19
1134,446,18
12357,1393,19
674,299,11
9442,1046,14
1039,310,13
7640,845,18
364,179,24
379,212,18
7092,507,9
3595,493,17
320,210,9
754,345,22
747,213,21
355,218,19
209,139,12
2309,632,9
2046,422,14
3028,538,10
624,295,9
3225,853,11
614,286,13
230,164,16
3362,656,12
893,266,8
4058,794,13
747,148,6
1181,296,9
831,284,15
3712,644,7
895,402,14
12983,1127,7
10125,1359,14
1312,363,9
2700,265,13
669,319,11
420,216,14
1066,422,16
2620,378,9
7116,966,17
537,209,8
5839,300,11
7641,930,4
14673,706,16
12063,1641,14
448,304,16
6420,984,12
2740,254,8
2612,514,20
676,238,15
5572,593,15
6692,817,14
954,447,16
380,188,19
13327,1815,8
703,316,19
10365,1284,14
12675,1630,14
4761,770,6
10473,1419,13
1132,408,15
294,188,9
5515,1084,18
2024,291,13
8422,675,18
440,215,20
